# Error log for MODE=sa_manual, PROJECT=libxml2_62911_vul
[ERR] 000_SAX2.c_2479_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/000_SAX2.c_2479_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 211_tree.c_5962_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/211_tree.c_5962_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 212_relaxng.c_2728_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/212_relaxng.c_2728_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 212_tree.c_5917_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/212_tree.c_5917_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 213_xmlstring.c_505_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/213_xmlstring.c_505_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 214_parser.c_5096_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/214_parser.c_5096_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 214_xmlstring.c_506_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/214_xmlstring.c_506_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 215_xmlstring.c_466_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/215_xmlstring.c_466_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 216_xmlstring.c_53_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/216_xmlstring.c_53_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 218_xmlIO.c_2922_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/218_xmlIO.c_2922_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 219_xmlIO.c_2925_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/219_xmlIO.c_2925_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 220_relaxng.c_1933_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/220_relaxng.c_1933_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 220_xmlIO.c_2845_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/220_xmlIO.c_2845_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 221_xmlIO.c_2338_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/221_xmlIO.c_2338_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 222_xmlIO.c_2291_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/222_xmlIO.c_2291_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 224_relaxng.c_1602_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/224_relaxng.c_1602_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 225_xmlIO.c_2253_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/225_xmlIO.c_2253_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 225_xmlregexp.c_4052_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/225_xmlregexp.c_4052_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 226_xmlregexp.c_4054_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/226_xmlregexp.c_4054_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 227_relaxng.c_1279_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/227_relaxng.c_1279_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 228_relaxng.c_1283_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/228_relaxng.c_1283_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 228_xmlreader.c_5229_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/228_xmlreader.c_5229_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 229_xmlregexp.c_3928_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/229_xmlregexp.c_3928_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 229_xmlsave.c_346_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/229_xmlsave.c_346_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 230_relaxng.c_1309_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/230_relaxng.c_1309_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 230_xmlsave.c_298_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/230_xmlsave.c_298_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 231_xmlsave.c_303_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/231_xmlsave.c_303_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 232_relaxng.c_1197_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/232_relaxng.c_1197_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 233_xmlIO.c_1776_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/233_xmlIO.c_1776_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 233_xmlregexp.c_3968_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/233_xmlregexp.c_3968_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 234_xmlIO.c_1483_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/234_xmlIO.c_1483_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 236_relaxng.c_1235_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/236_relaxng.c_1235_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 236_tree.c_4143_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/236_tree.c_4143_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 237_xmlschemas.c_28533_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/237_xmlschemas.c_28533_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 238_relaxng.c_904_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/238_relaxng.c_904_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 239_relaxng.c_829_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/239_relaxng.c_829_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 240_valid.c_3172_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/240_valid.c_3172_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 242_xmlregexp.c_3447_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/242_xmlregexp.c_3447_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 244_relaxng.c_750_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/244_relaxng.c_750_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 245_xmlregexp.c_3474_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/245_xmlregexp.c_3474_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 246_xmlregexp.c_3163_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/246_xmlregexp.c_3163_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 247_parser.c_3828_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/247_parser.c_3828_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 248_xmlregexp.c_3125_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/248_xmlregexp.c_3125_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 249_xmllint.c_761_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/249_xmllint.c_761_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 249_xmlregexp.c_3068_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/249_xmlregexp.c_3068_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 250_xmllint.c_767_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/250_xmllint.c_767_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 250_xmlregexp.c_3085_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/250_xmlregexp.c_3085_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 251_xmlIO.c_728_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/251_xmlIO.c_728_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 251_xmlregexp.c_3100_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/251_xmlregexp.c_3100_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 252_parser.c_3749_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/252_parser.c_3749_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 256_xmllint.c_494_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/256_xmllint.c_494_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 259_valid.c_2277_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/259_valid.c_2277_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 260_xmlschemas.c_27437_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/260_xmlschemas.c_27437_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 261_valid.c_2061_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/261_valid.c_2061_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 262_valid.c_1916_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/262_valid.c_1916_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 263_timsort.h_383_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/263_timsort.h_383_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 264_timsort.h_402_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/264_timsort.h_402_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 267_valid.c_1648_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/267_valid.c_1648_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 268_tree.c_2727_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/268_tree.c_2727_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 269_parser.c_3179_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/269_parser.c_3179_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 270_tree.c_2693_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/270_tree.c_2693_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 271_parser.c_3257_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/271_parser.c_3257_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 271_xzlib.c_745_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/271_xzlib.c_745_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 272_tree.c_2640_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/272_tree.c_2640_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 273_valid.c_1509_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/273_valid.c_1509_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 274_tree.c_2569_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/274_tree.c_2569_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 274_valid.c_1397_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/274_valid.c_1397_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 275_tree.c_2525_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/275_tree.c_2525_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 276_valid.c_854_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/276_valid.c_854_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 277_tree.c_2415_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/277_tree.c_2415_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 277_valid.c_883_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/277_valid.c_883_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 278_tree.c_2382_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/278_tree.c_2382_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 278_valid.c_789_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/278_valid.c_789_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 279_tree.c_2248_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/279_tree.c_2248_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 280_tree.c_2207_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/280_tree.c_2207_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 280_valid.c_718_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/280_valid.c_718_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 281_xzlib.c_522_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/281_xzlib.c_522_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 282_tree.c_2146_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/282_tree.c_2146_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 282_xmlschemastypes.c_6050_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/282_xmlschemastypes.c_6050_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 283_xmlschemastypes.c_6060_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/283_xmlschemastypes.c_6060_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 284_tree.c_2012_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/284_tree.c_2012_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 284_xmlschemastypes.c_6061_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/284_xmlschemastypes.c_6061_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 285_xzlib.c_292_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/285_xzlib.c_292_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 286_xzlib.c_238_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/286_xzlib.c_238_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 287_parser.c_1856_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/287_parser.c_1856_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 288_parser.c_1739_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/288_parser.c_1739_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 289_parser.c_1444_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/289_parser.c_1444_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 290_parser.c_1406_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/290_parser.c_1406_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 291_tree.c_1861_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/291_tree.c_1861_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 293_xmlregexp.c_893_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/293_xmlregexp.c_893_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 294_xmlregexp.c_856_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/294_xmlregexp.c_856_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 296_xmlschemas.c_25155_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/296_xmlschemas.c_25155_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 297_xmlregexp.c_804_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/297_xmlregexp.c_804_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 299_xmlregexp.c_700_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/299_xmlregexp.c_700_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 300_xmlreader.c_1946_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/300_xmlreader.c_1946_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 301_parser.c_995_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/301_parser.c_995_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 301_tree.c_1144_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/301_tree.c_1144_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 302_tree.c_940_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/302_tree.c_940_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 302_xmlregexp.c_468_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/302_xmlregexp.c_468_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 303_tree.c_872_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/303_tree.c_872_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 304_tree.c_754_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/304_tree.c_754_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 304_xmlwriter.c_437_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/304_xmlwriter.c_437_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 305_xmlwriter.c_368_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/305_xmlwriter.c_368_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 310_xmlschemas.c_24077_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/310_xmlschemas.c_24077_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 310_xmlwriter.c_193_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/310_xmlwriter.c_193_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 311_xmlregexp.c_447_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/311_xmlregexp.c_447_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 311_xmlschemas.c_24116_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/311_xmlschemas.c_24116_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 313_xmlschemas.c_23925_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/313_xmlschemas.c_23925_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
